ID,duration,wav,wav_format,wav_opts
noise-free-sound-0053_0,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0053_0.wav,wav,
noise-free-sound-0054_2,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0054_2.wav,wav,
noise-free-sound-0055_12,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0055_12.wav,wav,
noise-free-sound-0056_2,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0056_2.wav,wav,
noise-free-sound-0057_1,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0057_1.wav,wav,
noise-free-sound-0058,2.0,/home/users/xiongxinlei/task/asr/PaddleSpeech/paddlespeech/vector/speechbrain/recipes/VoxCeleb/dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0058.wav,wav,
noise-free-sound-0059_9,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0059_9.wav,wav,
noise-free-sound-0060,1.044875,/home/users/xiongxinlei/task/asr/PaddleSpeech/paddlespeech/vector/speechbrain/recipes/VoxCeleb/dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0060.wav,wav,
noise-free-sound-0061_2,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0061_2.wav,wav,
noise-free-sound-0062_1,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0062_1.wav,wav,
noise-free-sound-0063_1,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0063_1.wav,wav,
noise-free-sound-0064_32,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0064_32.wav,wav,
noise-free-sound-0065_1,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0065_1.wav,wav,
noise-free-sound-0066_19,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0066_19.wav,wav,
noise-free-sound-0067_12,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0067_12.wav,wav,
noise-free-sound-0068_5,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0068_5.wav,wav,
noise-free-sound-0069,2.5714375,/home/users/xiongxinlei/task/asr/PaddleSpeech/paddlespeech/vector/speechbrain/recipes/VoxCeleb/dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0069.wav,wav,
noise-free-sound-0070_4,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0070_4.wav,wav,
noise-free-sound-0071_2,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0071_2.wav,wav,
noise-free-sound-0072_7,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0072_7.wav,wav,
noise-free-sound-0073_40,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0073_40.wav,wav,
noise-free-sound-0074_4,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0074_4.wav,wav,
noise-free-sound-0075_5,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0075_5.wav,wav,
noise-free-sound-0076_25,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0076_25.wav,wav,
noise-free-sound-0077_2,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0077_2.wav,wav,
noise-free-sound-0078_2,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0078_2.wav,wav,
noise-free-sound-0079_1,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0079_1.wav,wav,
noise-free-sound-0080_9,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0080_9.wav,wav,
noise-free-sound-0081_6,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0081_6.wav,wav,
noise-free-sound-0082_5,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0082_5.wav,wav,
noise-free-sound-0083,0.59125,/home/users/xiongxinlei/task/asr/PaddleSpeech/paddlespeech/vector/speechbrain/recipes/VoxCeleb/dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0083.wav,wav,
noise-free-sound-0084_5,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0084_5.wav,wav,
noise-free-sound-0085_0,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0085_0.wav,wav,
noise-free-sound-0086_16,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0086_16.wav,wav,
noise-free-sound-0087,2.8,/home/users/xiongxinlei/task/asr/PaddleSpeech/paddlespeech/vector/speechbrain/recipes/VoxCeleb/dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0087.wav,wav,
noise-free-sound-0088_13,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0088_13.wav,wav,
noise-free-sound-0089_3,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0089_3.wav,wav,
noise-free-sound-0090_0,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0090_0.wav,wav,
noise-free-sound-0091_0,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0091_0.wav,wav,
noise-free-sound-0092_4,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0092_4.wav,wav,
noise-free-sound-0093_0,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0093_0.wav,wav,
noise-free-sound-0094_0,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0094_0.wav,wav,
noise-free-sound-0095_0,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0095_0.wav,wav,
noise-free-sound-0096_1,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0096_1.wav,wav,
noise-free-sound-0097,2.7369375,/home/users/xiongxinlei/task/asr/PaddleSpeech/paddlespeech/vector/speechbrain/recipes/VoxCeleb/dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0097.wav,wav,
noise-free-sound-0098,2.766,/home/users/xiongxinlei/task/asr/PaddleSpeech/paddlespeech/vector/speechbrain/recipes/VoxCeleb/dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0098.wav,wav,
noise-free-sound-0099_1,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0099_1.wav,wav,
noise-free-sound-0100_1,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0100_1.wav,wav,
noise-free-sound-0101_36,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0101_36.wav,wav,
noise-free-sound-0102_46,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0102_46.wav,wav,
noise-free-sound-0103_0,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0103_0.wav,wav,
noise-free-sound-0104_4,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0104_4.wav,wav,
noise-free-sound-0105_101,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0105_101.wav,wav,
noise-free-sound-0106_50,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0106_50.wav,wav,
noise-free-sound-0107_2,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0107_2.wav,wav,
noise-free-sound-0108_5,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0108_5.wav,wav,
noise-free-sound-0109_11,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0109_11.wav,wav,
noise-free-sound-0110_12,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0110_12.wav,wav,
noise-free-sound-0111_4,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0111_4.wav,wav,
noise-free-sound-0112,1.0144375,/home/users/xiongxinlei/task/asr/PaddleSpeech/paddlespeech/vector/speechbrain/recipes/VoxCeleb/dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0112.wav,wav,
noise-free-sound-0113_0,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0113_0.wav,wav,
noise-free-sound-0114_32,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0114_32.wav,wav,
noise-free-sound-0115,2.577125,/home/users/xiongxinlei/task/asr/PaddleSpeech/paddlespeech/vector/speechbrain/recipes/VoxCeleb/dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0115.wav,wav,
noise-free-sound-0116_1,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0116_1.wav,wav,
noise-free-sound-0117_10,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0117_10.wav,wav,
noise-free-sound-0118_4,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0118_4.wav,wav,
noise-free-sound-0119_22,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0119_22.wav,wav,
noise-free-sound-0120_5,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0120_5.wav,wav,
noise-free-sound-0121_13,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0121_13.wav,wav,
noise-free-sound-0122_1,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0122_1.wav,wav,
noise-free-sound-0123_1,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0123_1.wav,wav,
noise-free-sound-0124_0,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0124_0.wav,wav,
noise-free-sound-0125,1.125,/home/users/xiongxinlei/task/asr/PaddleSpeech/paddlespeech/vector/speechbrain/recipes/VoxCeleb/dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0125.wav,wav,
noise-free-sound-0126_5,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0126_5.wav,wav,
noise-free-sound-0127,2.448,/home/users/xiongxinlei/task/asr/PaddleSpeech/paddlespeech/vector/speechbrain/recipes/VoxCeleb/dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0127.wav,wav,
noise-free-sound-0128_0,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0128_0.wav,wav,
noise-free-sound-0129_1,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0129_1.wav,wav,
noise-free-sound-0130_11,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0130_11.wav,wav,
noise-free-sound-0131_17,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0131_17.wav,wav,
noise-free-sound-0132,0.7158125,/home/users/xiongxinlei/task/asr/PaddleSpeech/paddlespeech/vector/speechbrain/recipes/VoxCeleb/dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0132.wav,wav,
noise-free-sound-0133,0.5209375,/home/users/xiongxinlei/task/asr/PaddleSpeech/paddlespeech/vector/speechbrain/recipes/VoxCeleb/dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0133.wav,wav,
noise-free-sound-0134,2.513375,/home/users/xiongxinlei/task/asr/PaddleSpeech/paddlespeech/vector/speechbrain/recipes/VoxCeleb/dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0134.wav,wav,
noise-free-sound-0135_0,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0135_0.wav,wav,
noise-free-sound-0136,0.625,/home/users/xiongxinlei/task/asr/PaddleSpeech/paddlespeech/vector/speechbrain/recipes/VoxCeleb/dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0136.wav,wav,
noise-free-sound-0137_36,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0137_36.wav,wav,
noise-free-sound-0138_0,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0138_0.wav,wav,
noise-free-sound-0139_4,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0139_4.wav,wav,
noise-free-sound-0140_7,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0140_7.wav,wav,
noise-free-sound-0141_44,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0141_44.wav,wav,
noise-free-sound-0142_11,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0142_11.wav,wav,
noise-free-sound-0143_3,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0143_3.wav,wav,
noise-free-sound-0144_7,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0144_7.wav,wav,
noise-free-sound-0145,2.9121875,/home/users/xiongxinlei/task/asr/PaddleSpeech/paddlespeech/vector/speechbrain/recipes/VoxCeleb/dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0145.wav,wav,
noise-free-sound-0146,2.0775,/home/users/xiongxinlei/task/asr/PaddleSpeech/paddlespeech/vector/speechbrain/recipes/VoxCeleb/dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0146.wav,wav,
noise-free-sound-0147_1,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0147_1.wav,wav,
noise-free-sound-0148,2.214875,/home/users/xiongxinlei/task/asr/PaddleSpeech/paddlespeech/vector/speechbrain/recipes/VoxCeleb/dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0148.wav,wav,
noise-free-sound-0149,1.7618125,/home/users/xiongxinlei/task/asr/PaddleSpeech/paddlespeech/vector/speechbrain/recipes/VoxCeleb/dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0149.wav,wav,
noise-free-sound-0150,0.4504375,/home/users/xiongxinlei/task/asr/PaddleSpeech/paddlespeech/vector/speechbrain/recipes/VoxCeleb/dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0150.wav,wav,
noise-free-sound-0151_16,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0151_16.wav,wav,
noise-free-sound-0152_31,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0152_31.wav,wav,
noise-free-sound-0153_23,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0153_23.wav,wav,
noise-free-sound-0154_19,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0154_19.wav,wav,
noise-free-sound-0155_23,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0155_23.wav,wav,
noise-free-sound-0156_29,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0156_29.wav,wav,
noise-free-sound-0157_0,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0157_0.wav,wav,
noise-free-sound-0158_20,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0158_20.wav,wav,
noise-free-sound-0159_0,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0159_0.wav,wav,
noise-free-sound-0160_10,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0160_10.wav,wav,
noise-free-sound-0161_24,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0161_24.wav,wav,
noise-free-sound-0162_3,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0162_3.wav,wav,
noise-free-sound-0163,0.3626875,/home/users/xiongxinlei/task/asr/PaddleSpeech/paddlespeech/vector/speechbrain/recipes/VoxCeleb/dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0163.wav,wav,
noise-free-sound-0164_7,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0164_7.wav,wav,
noise-free-sound-0165_10,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0165_10.wav,wav,
noise-free-sound-0166,0.768,/home/users/xiongxinlei/task/asr/PaddleSpeech/paddlespeech/vector/speechbrain/recipes/VoxCeleb/dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0166.wav,wav,
noise-free-sound-0167,2.005375,/home/users/xiongxinlei/task/asr/PaddleSpeech/paddlespeech/vector/speechbrain/recipes/VoxCeleb/dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0167.wav,wav,
noise-free-sound-0168,1.344,/home/users/xiongxinlei/task/asr/PaddleSpeech/paddlespeech/vector/speechbrain/recipes/VoxCeleb/dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0168.wav,wav,
noise-free-sound-0169,2.304,/home/users/xiongxinlei/task/asr/PaddleSpeech/paddlespeech/vector/speechbrain/recipes/VoxCeleb/dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0169.wav,wav,
noise-free-sound-0170_0,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0170_0.wav,wav,
noise-free-sound-0171_0,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0171_0.wav,wav,
noise-free-sound-0172_15,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0172_15.wav,wav,
noise-free-sound-0173_34,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0173_34.wav,wav,
noise-free-sound-0174_2,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0174_2.wav,wav,
noise-free-sound-0175_0,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0175_0.wav,wav,
noise-free-sound-0176,2.9843125,/home/users/xiongxinlei/task/asr/PaddleSpeech/paddlespeech/vector/speechbrain/recipes/VoxCeleb/dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0176.wav,wav,
noise-free-sound-0177_34,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0177_34.wav,wav,
noise-free-sound-0178_0,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0178_0.wav,wav,
noise-free-sound-0179,2.813,/home/users/xiongxinlei/task/asr/PaddleSpeech/paddlespeech/vector/speechbrain/recipes/VoxCeleb/dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0179.wav,wav,
noise-free-sound-0180_4,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0180_4.wav,wav,
noise-free-sound-0181_0,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0181_0.wav,wav,
noise-free-sound-0182,2.25225,/home/users/xiongxinlei/task/asr/PaddleSpeech/paddlespeech/vector/speechbrain/recipes/VoxCeleb/dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0182.wav,wav,
noise-free-sound-0183_1,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0183_1.wav,wav,
noise-free-sound-0184_9,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0184_9.wav,wav,
noise-free-sound-0185,2.6693125,/home/users/xiongxinlei/task/asr/PaddleSpeech/paddlespeech/vector/speechbrain/recipes/VoxCeleb/dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0185.wav,wav,
noise-free-sound-0186,2.8361875,/home/users/xiongxinlei/task/asr/PaddleSpeech/paddlespeech/vector/speechbrain/recipes/VoxCeleb/dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0186.wav,wav,
noise-free-sound-0187_1,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0187_1.wav,wav,
noise-free-sound-0188_2,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0188_2.wav,wav,
noise-free-sound-0189_1,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0189_1.wav,wav,
noise-free-sound-0190_1,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0190_1.wav,wav,
noise-free-sound-0191_0,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0191_0.wav,wav,
noise-free-sound-0192_1,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0192_1.wav,wav,
noise-free-sound-0193_0,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0193_0.wav,wav,
noise-free-sound-0194_1,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0194_1.wav,wav,
noise-free-sound-0195_0,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0195_0.wav,wav,
noise-free-sound-0196_0,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0196_0.wav,wav,
noise-free-sound-0197_2,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0197_2.wav,wav,
noise-free-sound-0198_2,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0198_2.wav,wav,
noise-free-sound-0199_1,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0199_1.wav,wav,
noise-free-sound-0200_1,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0200_1.wav,wav,
noise-free-sound-0201_1,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0201_1.wav,wav,
noise-free-sound-0202_2,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0202_2.wav,wav,
noise-free-sound-0203_2,3.0,./audios/RIRS_NOISES/pointsource_noises/noise-free-sound-0203_2.wav,wav,
