@@URL_DOT_EXPRESSION@@	точка
@@PERIOD@@	точка
@@DECIMAL_EXPONENT@@	умножить на десять в степени
@@COLON@@	двоеточие
@@SLASH@@	косая черта
@@PASSWORD@@	пароль
@@AT@@	собака
@@PORT@@	порт
@@QUESTION_MARK@@	вопросительный знак
@@HASH@@	решётка
@@HASH@@	решетка
@@MONEY_AND@@	и
@@AND@@	и
@@PHONE_PLUS@@	плюс
@@ARITHMETIC_PLUS@@	плюс
@@PHONE_EXTENSION@@	добавочный номер
@@TIME_AM@@		утра
@@TIME_PM@@		вечера
@@HOUR@@		час
@@HOUR@@		часа
@@HOUR@@		часам
@@HOUR@@		часами
@@HOUR@@		часах
@@HOUR@@		часе
@@HOUR@@		часов
@@HOUR@@		часом
@@HOUR@@		часу
@@HOUR@@		часы
@@MINUTE@@	минут
@@MINUTE@@	минута
@@MINUTE@@	минутам
@@MINUTE@@	минутами
@@MINUTE@@	минутах
@@MINUTE@@	минуте
@@MINUTE@@	минутой
@@MINUTE@@	минутою
@@MINUTE@@	минуту
@@MINUTE@@	минуты
@@TIME_AFTER@@	__NULL__
@@TIME_BEFORE_PRE@@		без
@@TIME_QUARTER@@	четверть
@@TIME_QUARTER@@	четверти
@@TIME_HALF@@	половина
@@TIME_HALF@@	половины
@@TIME_HALF@@	половину
@@TIME_HALF@@	половин
@@TIME_HALF@@	половине
@@TIME_HALF@@	половинам
@@TIME_HALF@@	половиной
@@TIME_HALF@@	половинами
@@TIME_HALF@@	половинах
@@PERCENT@@	процент
@@PERCENT@@	процента
@@PERCENT@@	процентам
@@PERCENT@@	процентами
@@PERCENT@@	процентах
@@PERCENT@@	проценте
@@PERCENT@@	процентов
@@PERCENT@@	процентом
@@PERCENT@@	проценту
@@PERCENT@@	проценты
@@PERCENT@@	проценты
